sentence,category,score
"91     The appellant submitted that it, as the contractor in the Project, had to rely on the professional judgment of the respondent, as the certifier, in agreeing to enter into a PSSCOC form of contract, under which it was held out to the contractor that payment for work done in the correct amount would depend entirely on the respondent, as an independent certifier, discharging its duties professionally, ie, fairly and impartially.",UNCAT,0.877966046
"Specifically, the appellant pointed out that the respondent must have known that any certificate it issued for payment would determine the amount payable to the appellant under cl 32 of the Contract.",UNCAT,0.966721654
It was therefore unrealistic for the respondent to deny knowledge of the obvious reliance that would be placed on its certificate since it was not open for the appellant under the PSSCOC framework to obtain payment for work done by it in any other way.,UNCAT,0.923950255
"92     Further, the appellant referred to cl 2.8 of the Contract as providing some specific indications of the respondent’s assumption of responsibility towards the contractor.",UNCAT,0.789716184
"As we mentioned earlier (at [4] above), this clause states that the SO or any of its representatives “shall at no time be under any obligation or duty to the Contractor either on behalf of the Employer or his own account to exercise or not to exercise any of his powers under the Contract”.",UNCAT,0.782684267
"The appellant contended that, properly construed, this clause meant that it would only apply if the respondent did nothing, but not if he did something, and that once he decided to exercise his power under the Contract it must follow that he had assumed responsibility to the appellant to do it properly and professionally.",UNCAT,0.942049921
"93     Finally, the appellant pointed out that cl 32.8 of the Contract made it clear that the appellant had no remedy vis-à-vis the Employer for “any damages, whether by way of interest or otherwise, for any failure or delay by the [SO] in certifying any payment due or payable to the Contractor”.",CONCLUSION,0.490698576
"Since cl 32.8 had severely limited any recourse by the appellant to the Employer for damages arising from any failure or delay by the respondent in certifying any payment due or payable to the contractor, it was argued that the decision of the English Court of Appeal in Pacific Associates Inc v Baxter [1990] 1 QB 993 (“Pacific Associates”), which denied a duty of care in similar circumstances, was distinguishable as in that case there was no such restriction of the contractor’s right of recourse to the employer.",CONCLUSION,0.43115896
(2)   The respondent’s arguments,ISSUE,0.924678028
94     The respondent argued that the case was on all fours with Pacific Associates if the court took into account the existence of the appellant’s right to arbitration under cl 34 (see [5] above).,UNCAT,0.939891815
It submitted that cl 34 gave extensive rights to the appellant to submit disputes for arbitration including submitting a claim against the Employer for any under-certification by the respondent.,UNCAT,0.993027985
"As such, the respondent contended that, on the facts of the case, it could not be said that the SO had assumed any responsibility for the appellant for the consequences of any under-certification or that the appellant had relied solely on the respondent’s certification to recover what was due to it for work done.",UNCAT,0.850058854
"95     In relation to the appellant’s interpretation of cl 2.8, the respondent submitted that it was wholly misconceived and that it actually meant the opposite.",UNCAT,0.973821998
"It was argued that cl 2.8 referred not only to the absence of a duty to exercise the SO’s powers, but also of a duty not to exercise them, which meant that the SO could exercise them, if he wished, which he had done.",UNCAT,0.759699762
"Finally, as regards cl 32.8, the respondent submitted that while cl 32.8 precluded the appellant from claiming against the Employer damages for the failure or delay of the respondent in certification, the appellant had the right to claim the amounts under-certified and interest thereon by commencing arbitration proceedings against the Employer.",UNCAT,0.927743673
This was clear from a perusal of cll 32 and 34.,UNCAT,0.99992466
"96     Ultimately, the respondent submitted that, given the carefully drafted and detailed provisions governing the rights and liabilities of the Employer and the appellant which took into account the role of the respondent, it would be wrong for the court to impose a duty of care on it vis-à-vis the appellant.",UNCAT,0.979777277
"If the appellant had wanted the respondent to assume some liability to it in discharging the respondent’s duties to the Employer, it could have proposed a direct contractual arrangement with the respondent or introduce the respondent as a further party to the Contract but it chose not to do so.",UNCAT,0.866900504
"Alternatively, the appellant could have decided not to tender for the work since it knew or must have known about the contractual structure before it even submitted its bid.",UNCAT,0.956398308
Our decision,UNCAT,1
"97     Adopting an incremental approach with respect to the requirement of proximity, we found the salient facts in Pacific Associates to be materially the same as those in the present case.",UNCAT,0.922032356
The claimant in Pacific Associates was a contractor engaged in dredging work under the supervision of the defendant engineer who was retained by the employer.,UNCAT,0.996667445
The claimant’s contract with the employer contained clauses providing that the engineer would not be personally liable for acts under the contract and providing for the arbitration of disputes between the contractor and the employer.,UNCAT,0.954275906
The contractor claimed that the geological information in the tender document issued by the engineer had under-estimated the amount of hard materials to be dredged and that the engineer had acted negligently in rejecting the contractor’s claims for extra payment for removal of unforeseen hard materials.,UNCAT,0.994658768
The contractor recovered some of its alleged losses from the employer following an arbitration settlement and then sought to recover the balance through a negligence action against the employer.,UNCAT,0.817631543
"98     The Court of Appeal held (at 1032) that it would not be reasonable to impose a Hedley Byrne ([44] supra) duty on the engineer because it “would cut across and be inconsistent with the structure of relationships created by the contracts, into which the parties had entered”.",UNCAT,0.954204977
(1)   Reasonable reliance and assumption of responsibility,UNCAT,0.999792397
99     The court in Pacific Associates also held that the engineer did not owe a duty of care to a contractor who had suffered economic loss as a result of his decisions as the contractor was safeguarded by the terms of its contract with the employer.,UNCAT,0.860466361
Purchas LJ considered that the courts should be slow to superimpose an added duty of care in excess of the rights the contractor was content to acquire against the owner in those cases where the parties came under a contractual framework which provided for compensation in the event of the failure of one of the parties involved.,UNCAT,0.747056723
"On the question of reliance, Purchas LJ held that if the contractor required extra-contractual protection for the defaults of the engineer, it was open to the contractor to stipulate for it when contracting.",UNCAT,0.960747004
By accepting the invitation to tender the contractor must be taken to accept the role to be played by the engineer as defined in the contract.,UNCAT,0.844860554
"As such, the court could not accept that the engineer had held himself out as accepting a duty of care outside the contractual framework, or that the contractor had relied on such an assumption of responsibility.",CONCLUSION,0.634128749
"Purchas LJ, however, noted that the position might have been different if the arbitration clause had not been included in that contract.",UNCAT,0.986230016
100    Ralph Gibson LJ gave a similar analysis.,UNCAT,0.749225259
"In his judgment, he noted that there was no express or implied assumption of responsibility, emphasising that there was no approach or request by the contractor inviting the provision of a service or advice or information directly to the engineer.",UNCAT,0.875556886
The engineer’s relationship with the contractor arose from the engineer’s contract of employment with the owner.,UNCAT,0.998822629
It was to the owner that the engineer owed his contractual duty to use proper care.,UNCAT,0.999447048
"Since the contract provided for correction by arbitration, the engineer was not employed to exercise due care in the interest of the contractor, so he could not be regarded as assuming responsibility to the contractor.",UNCAT,0.947281837
The duty to act fairly and impartially was owed only to the employer.,UNCAT,0.999841452
"Essentially, Ralph Gibson LJ denied the general duty on the grounds of both foreseeability (which he evidently regarded as a legal, as opposed to factual, requirement) and proximity, in view of the absence of voluntary assumption of responsibility.",UNCAT,0.963501275
"101    On the other hand, Russell LJ, while reaching the same result, regarded the policy test as pivotal in the appeal.",LEGAL_TEST,0.902139783
"He thought that the engineer, in preparing tenders and contract documents, held himself out as an expert on whom the contractor was entitled to rely.",UNCAT,0.97523731
"However, on the policy test, he held that the contractor had freely entered into the contract and knew that a claim against the engineer must be ex-contractual.",LEGAL_TEST,0.420935422
"The contractor had its rights adequately protected by the contract with the owner and, had it thought the protection inadequate, it was at liberty to insist on a tri-partite contract.",UNCAT,0.965400338
"The parties having sought to regulate their relationships by contract, the law should be very cautious before grafting onto the contractual relationship what might be terms of a parasitic duty unnecessary for the parties’ protection.",UNCAT,0.798027158
"In Russell LJ’s view, while the requirement of foreseeability and proximity might be satisfied, it was not just and reasonable that there should be imposed on the engineer a duty which the contractor chose not to make a contractual one because, inter alia, the arbitration clause provided an adequate remedy in the event of under-certification.",UNCAT,0.415734738
"102    The core of the judgments, as Ian Duncan Wallace noted in “Charter for the Construction Professional?” (",UNCAT,0.99073875
"1990) 6 Const LJ 207 at para 13, lies in the view that, merely by virtue of the professional entering into a contract of employment under which he is to perform the various duties required by his client’s contract with a contractor, and by so acting, it cannot be inferred as a fact that the professional (an engineer in Pacific Associates) has voluntarily assumed responsibility to the contractor for a careful discharge of his duties.",UNCAT,0.558593094
"As Ralph Gibson LJ’s judgment shows, only in circumstances in which the contractor makes some positive approach to the engineer for some service, advice, etc, followed by some positive statement or action on the part of the engineer on which it would be reasonable for the contractor to rely without further checking, may a voluntary assumption of responsibility be inferable.",UNCAT,0.92057693
(2)   Other jurisdictions following Pacific Associates,UNCAT,1
103     Pacific Associates has been followed in the Australian case of John Holland Construction and Engineering Pty Ltd v Majorca Projects Pty Ltd (2000) 16 Const LJ 114 (“John Holland”).,CONCLUSION,0.768333852
"Byrne J thought that the lowest common denominator in Pacific Associates, which prevented the court from finding a duty, was the arbitration clause.",UNCAT,0.937817097
"Regarding the duties of a certifier generally, Byrne J had the following to say (at 125–126):",UNCAT,0.902979255
To my mind it is reasonably foreseeable that the decisions of a certifying architect might cause loss to a contractor in a conventional building project if made negligently.,UNCAT,0.999027967
Whatever that loss might be will depend upon the nature of the decision in question; it is in any event pure economic loss.,UNCAT,0.975981653
This foreseeability is not removed by a right to review the decision by arbitration.,UNCAT,0.943182647
"Insofar as an entitlement to payment is concerned, a contractor who is successful upon arbitration must necessarily incur the cost of that arbitration and may suffer a deferment of payment, perhaps without a right to interest pending payment ... Nor am I troubled by either of the examples of policy consideration referred to in Bryan v. Moloney [sic] (1995) 182 C.L.R. at 618–9 ... The Builder in this case is clearly an identifiable member of the limited class of two persons who must have been in the contemplation of the Architect as being directly affected by its decisions.",UNCAT,0.648356259
It is not an affront to the standards expected of a professional person that he or she should exercise the onerous responsibilities of certifier with due care and without partiality or unfairness.,UNCAT,0.982171178
"I suspect that the community, and particularly those concerned in the building industry, would expect no less.",UNCAT,0.989036024
"The solution to the present problem must be found in the answer to the questions whether, in the contractual framework in which the parties to this project operated, it is established that the Builder relied on or depended upon the careful and impartial performance by the Architect of its certifying functions as here alleged and whether the Architect, for its part, assumed legal responsibility to the Contractor so to perform them.",UNCAT,0.359509349
"104    Byrne J went on to find (at 126), on the basis of the contractual background, that it was “not appropriate ... to seek to engraft upon the contractual background a tortious obligation”.",UNCAT,0.832341313
"However, Byrne J could see no policy reasons for not imposing a duty in appropriate circumstances and accordingly accepted that in principle a certifier had a duty to make “decisions which are professional, careful and even-handed, not in the interests of any one party” (at 126).",UNCAT,0.47830987
"Further, Byrne J expressed the view that the right to review an architect’s decision by arbitration did not remove the foreseeability of economic loss being caused by a certifier’s negligence.",UNCAT,0.963708997
"Seen in this light, the reasoning in John Holland appears to be tilted towards the policy aspect of the reasoning in Pacific Associates, as opposed to subsuming the ability of the contractor to seek recourse in arbitration under the rubric of “proximity”.",UNCAT,0.648924589
"105     Pacific Associates has also been followed in the Hong Kong decision of Leon Engineering & Construction Co Ltd v Ka Duk Investment Co Ltd (1989) 47 BLR 139, where the court refused to impose a duty on the professional on the ground that there was an adequate machinery under the contract for the contractor to pursue grievances, including those relating to under-certification, against the employer.",UNCAT,0.960402966
"At the close of the judgment, Bokhary J said (at 151):",UNCAT,0.998187244
"The principle which I extract from … Pacific Associates ... is one which I would state in these terms: Where, first, there is adequate machinery under the contract between the employer and a contractor to enforce the contractor’s rights thereunder and, secondly, there is no good reason at tender stage to suppose that such rights and machinery would not together provide the contractor with an adequate remedy, then, in general, a certifying architect or engineer does not owe to the contractor a duty in tort coterminous with the obligation in contract owed to the contractor by the employer.",UNCAT,0.633589327
"106    Elsewhere, the effect of Pacific Associates has been distinguished, primarily on the basis that what the professional says or does before a contract is entered into is entirely different from what he does when he makes an interim certification of payment.",UNCAT,0.321579754
"However, it has never been expressly overruled and the legal principles which it stands for (as discussed above) remain good law, as far as we are aware, in all Commonwealth jurisdictions.",UNCAT,0.917385399
"107    The Canadian Supreme Court in Edgeworth Constructions Ltd v ND Lea & Associates Ltd (1993) 107 DLR (4th) 169 has held that there might be situations where a negligent statement by the professional in preparing the tender documents would lead to liability under Hedley Byrne ([44] supra) but, in the absence of such a statement to the contractor, it seemed unlikely that a court would find a duty of care based on the mere conduct of the professional.",AXIOM,0.405636251
"Similarly, in J Jarvis and Sons Ltd v Castle Wharf Developments Ltd [2001] EWCA Civ 19, the English Court of Appeal distinguished Pacific Associates and held that the professional agent of an employer could be liable to a contractor for negligent misstatements made by that agent to the contractor with the aim of inducing the contractor to tender, provided that the contractor placed reliance on those statements.",AXIOM,0.697099805
"The question of whether a duty of care had arisen was dependent on the given facts and, in particular, on what had been said to the contractor.",UNCAT,0.599930406
(3)   Application to the present case,UNCAT,0.999891758
"108    Applying the findings in Pacific Associates in relation to proximity to the present case, we were of the opinion that the requirement of proximity was not satisfied.",LEGAL_TEST,0.422828466
"The trial judge at [79] of the Judgment stated that there was no assumption of direct responsibility by the respondent to the appellant, but did not explain why this was so.",UNCAT,0.994965494
"In view of the presence of the arbitration clause in the Contract, ie, cl 34 (see [5] above) in the present case, it was not possible for this court to depart from the reasoning in Pacific Associates and hold that the respondent had a duty of care to the appellant to certify the payments for work done correctly.",UNCAT,0.864466667
"For this reason, we held that there was no legal proximity for a duty of care to arise.",AXIOM,0.533539593
"109    With respect to the arguments based on cl 32.8, we were of the view that although the appellant had no remedy vis-à-vis the Employer for “any damages, whether by way of interest or otherwise, for any failure or delay by the [SO] in certifying any payment due or payable to the Contractor”, thereby precluding the appellant from claiming damages against the Employer for failure or for delay of the respondent in certification, the appellant was always free to claim the amounts under-certified and interest thereon by arbitration proceedings against the Employer.",UNCAT,0.497879654
This was clear from a perusal of cll 32 and 34.,UNCAT,0.99992466
"In addition, cl 22 specifically allowed the contractor to claim “Loss and Expense” against the Employer under many stated grounds.",UNCAT,0.998658061
"Hence, Pacific Associates was not distinguishable because of cl 32.8.",UNCAT,0.999514461
"110    In relation to the effect of cl 2.8, we accepted the respondent’s argument as set out in [95] above.",UNCAT,0.912358999
Policy considerations,UNCAT,1
"111    In reaching our decision, we had also considered the parties’ arguments on whether if there had been proximity, there would have been any policy considerations that would have persuaded us to deny any remedy to the appellant.",LEGAL_TEST,0.328645796
The parties’ arguments,UNCAT,1
"112    In this regard, the appellant first submitted that given the recognised and accepted position of the certifier having to be independent and impartial to both the employer and the contractor, it was logical that a duty of care be imposed on the certifier to ensure that he would discharge his duties professionally to all parties who might be affected by his certification.",UNCAT,0.956077635
This would also help to improve the overall standards in the industry.,UNCAT,0.999966145
"To this submission, the respondent argued that it was merely speculative.",UNCAT,0.999985337
"113    Secondly, the appellant stated that the trial judge’s concern about opening the floodgates must be considered in its appropriate context.",UNCAT,0.89789623
"In particular, while there might be additional claims made (such as from sub-contractors), it was within the power of the courts to control the risk by recognising the appellant’s claim and denying the other claims.",UNCAT,0.938474834
"In this case, the respondent’s duties, certification and otherwise, were aimed at the party in direct contract with the Employer, ie, the main contractor, and there was no risk of indeterminate liability.",UNCAT,0.979097784
"The respondent’s argument, in response, was that it would not be just or reasonable to impose a duty of care on the SO in view of the contractual framework to which the appellant had agreed.",UNCAT,0.881341279
Our decision,UNCAT,1
"114    On the facts of the present case, the same reasons above articulated by Russell LJ in Pacific Associates can also be characterised as policy considerations under the second stage of the test in Anns.",CONCLUSION,0.472081661
"For the reasons considered above, viz, a duty of care should not be superimposed on a contractual framework, we considered that there were cogent policy reasons why, assuming that proximity was found, a duty of care should nonetheless not be imposed on the respondent.",UNCAT,0.802340329
Conclusion,UNCAT,1
"115    To recapitulate: A single test to determine the existence of a duty of care should be applied regardless of the nature of the damage caused (ie, pure economic loss or physical damage).",UNCAT,0.582153201
It could be that a more restricted approach is preferable for cases of pure economic loss but this is to be done within the confines of a single test.,LEGAL_TEST,0.917267859
"This test is a two-stage test, comprising of, first, proximity and, second, policy considerations.",LEGAL_TEST,0.985990524
These two stages are to be approached with reference to the facts of decided cases although the absence of such cases is not an absolute bar against a finding of duty.,UNCAT,0.90872997
"There is, of course, the threshold issue of factual foreseeability but since this is likely to be fulfilled in most cases, we do not see the need to include this as part of the legal test for a duty of care.",LEGAL_TEST,0.468033582
"116    In the circumstances, applying the two-stage test, we found that there was no duty of care as the appellant had contended for.",LEGAL_TEST,0.835723341
"As a result, we did not have to consider the additional issues of breach, causation and remoteness which had been canvassed before us.",UNCAT,0.996137321
The appeal was dismissed with costs and with the usual consequential orders.,UNCAT,0.999723136
Reported by Goh Yihan.,UNCAT,1
BACK TO TOP,UNCAT,1
Copyright © Singapore Academy of Law.,UNCAT,0.999999881
